Age,Potential,Value,ShortPassing,Balance,Strength,Interceptions,SlidingTackle,BMI,Work Rate_NUM
28,65,650000,60,73,62,57,58,23.04,8
24,76,2600000,71,68,80,70,65,20.13,6
35,67,325000,63,56,72,70,63,23.85,2
26,73,1900000,66,80,75,68,65,24.22,2
24,69,950000,58,54,73,57,60,24.3,2
27,71,2000000,67,66,75,70,69,23.29,5
31,65,500000,68,53,72,63,64,21.73,2
26,64,500000,62,74,76,59,59,24.3,8
26,88,52000000,70,40,86,84,86,23.08,6
22,79,4500000,71,66,55,70,74,23.15,8
29,74,2800000,74,50,81,73,73,21.91,2
25,70,1200000,62,68,76,63,62,23.12,2
27,81,16000000,70,57,83,77,77,23.74,2
25,82,14500000,77,65,70,74,80,23.15,8
34,65,150000,58,59,63,62,64,23.96,2
22,76,2400000,60,70,63,64,67,23.51,0
33,65,375000,65,62,79,65,62,24.62,2
31,79,12000000,60,65,80,81,79,25.31,3
22,73,1600000,66,76,63,60,58,23.6,2
26,73,2100000,67,77,70,67,72,25.76,2
22,75,2400000,73,56,74,68,66,23.7,6
24,75,2200000,64,77,64,64,63,21.46,8
26,76,3700000,60,78,59,63,71,24.06,2
31,67,750000,63,78,56,64,61,23.81,8
28,77,5500000,67,61,85,70,72,25.13,0
23,75,2100000,66,71,57,65,64,23.04,2
31,73,2700000,61,69,73,73,71,22.94,6
34,74,1500000,70,77,62,72,79,23.3,8
28,67,800000,52,73,86,61,61,21.97,6
22,82,6500000,71,71,85,71,72,22.79,3
30,66,700000,66,62,81,63,62,25.44,8
34,71,700000,62,63,76,70,68,24.72,8
29,71,1600000,67,63,70,66,69,24.28,8
23,74,2000000,65,69,72,64,63,22.99,6
27,65,700000,61,68,69,65,61,22.34,8
32,66,600000,60,68,74,64,64,22.66,2
31,67,525000,60,72,75,59,66,26.78,8
25,72,1600000,70,53,76,65,66,21.16,8
32,70,1000000,71,65,69,67,70,22.4,8
33,66,450000,65,73,60,60,64,23.62,2
30,68,1000000,65,73,71,64,62,21.85,2
20,81,3900000,66,67,59,68,64,21.71,0
33,80,10000000,66,67,91,81,78,24.97,8
27,68,1200000,64,87,51,65,65,22.15,2
23,82,9000000,68,80,48,69,75,24.44,6
27,79,11000000,75,62,78,82,76,21.97,8
37,76,1300000,74,60,85,76,78,25.48,3
24,74,1900000,68,73,62,58,64,21.15,8
32,67,700000,65,65,70,65,63,24.38,8
22,79,3400000,64,82,60,66,70,22.34,8
35,64,190000,67,63,70,66,62,22.4,6
31,77,6000000,76,58,78,74,78,23.41,8
23,78,3500000,66,74,65,66,68,22.86,0
34,71,700000,69,57,72,73,71,21.84,6
31,77,7000000,71,61,77,76,76,23.99,8
34,68,450000,64,68,68,70,64,24.38,3
24,69,1200000,65,64,60,62,61,21.68,8
31,69,1000000,69,79,62,67,69,20.66,6
28,70,1400000,64,78,77,76,64,23.77,8
31,78,9500000,65,43,85,79,80,21.52,6
26,68,975000,58,77,60,59,59,21.71,0
20,76,975000,71,66,70,70,65,23.1,6
28,67,825000,62,77,79,64,62,22.22,3
25,72,1700000,68,71,61,64,68,22.28,6
32,65,500000,61,63,82,64,61,23.41,6
31,73,2100000,68,66,68,76,73,22.15,8
35,65,220000,64,63,62,63,63,22.47,8
21,67,1100000,65,73,62,53,72,22.98,8
27,72,2000000,69,66,60,69,70,23.89,8
28,71,2100000,64,56,87,67,67,22.68,3
25,70,1200000,67,71,74,57,63,24.15,2
25,74,1800000,64,53,84,66,70,23.16,0
23,77,3000000,65,73,60,67,70,22.13,8
27,76,4300000,70,66,68,76,73,22.47,8
22,80,4000000,69,71,70,64,66,20.94,2
27,69,1300000,67,67,64,63,64,23.67,2
33,69,675000,72,65,72,73,68,23.12,8
21,77,1800000,65,66,73,64,68,23.5,6
18,81,2700000,66,67,66,61,65,23.1,8
22,76,2700000,68,71,69,67,66,23.84,2
23,85,25000000,70,62,81,79,80,23.08,8
32,71,1300000,57,63,65,68,70,22.72,8
34,64,220000,70,70,71,57,65,23.84,8
21,84,15500000,75,55,81,75,73,24.38,8
30,67,875000,64,51,84,64,63,23.2,8
24,83,14500000,66,69,68,73,71,22.34,0
32,78,9000000,72,53,80,77,81,22.79,8
26,71,1400000,58,68,76,66,65,19.87,6
23,78,3600000,67,84,55,67,68,22.15,2
25,68,975000,58,67,63,62,70,20.45,2
26,78,8000000,64,60,80,79,74,25.15,8
27,77,6000000,69,60,82,74,76,21.79,8
21,70,1700000,68,65,72,66,71,23.25,8
24,78,7000000,70,57,82,73,74,23.52,8
28,69,1200000,68,65,76,65,67,25.88,6
31,73,2100000,71,68,72,79,74,24.26,8
23,78,3400000,68,79,55,60,72,24.34,2
23,75,2100000,60,71,66,65,67,22.34,1
35,78,3700000,76,60,77,79,78,23.12,3
29,66,750000,67,59,76,65,62,24.31,8
27,67,850000,58,57,82,58,63,22.78,8
27,77,6000000,65,58,77,77,77,23.48,5
31,72,1700000,70,67,75,65,71,22.72,2
29,66,750000,65,66,63,67,68,23.63,0
30,67,600000,66,83,61,70,67,25.31,8
26,78,6500000,68,52,82,77,72,22.4,0
31,66,625000,63,74,77,64,60,25.26,2
31,70,1200000,63,69,74,66,64,22.4,2
35,71,500000,76,64,73,74,66,22.99,2
23,82,6500000,66,75,71,63,68,22.53,0
26,68,775000,63,71,62,66,67,22.1,8
25,66,650000,64,75,69,62,60,24.03,6
23,75,2100000,63,63,65,61,62,24.39,8
22,82,11000000,65,55,79,75,80,22.75,8
30,66,725000,61,76,72,63,65,24.11,8
29,70,1400000,70,64,72,71,68,21.98,8
28,69,1200000,63,55,80,68,68,22.63,8
24,79,4500000,71,77,68,61,69,22.86,8
27,71,1700000,61,71,61,66,67,22.41,2
25,70,1100000,60,68,69,60,62,22.64,8
23,79,3400000,70,65,71,70,69,22.64,8
33,64,350000,67,68,72,64,65,25.1,2
27,67,775000,72,48,84,71,64,24.54,0
29,69,1200000,64,76,64,67,63,23.6,6
32,66,600000,61,70,62,56,63,20.52,8
26,74,2200000,67,60,74,73,79,23.89,6
32,68,825000,62,54,74,67,69,23.24,6
34,67,375000,64,72,72,63,65,23.04,2
25,82,10000000,71,32,81,77,72,19.94,6
27,69,1300000,67,66,61,63,69,22.78,8
21,78,2100000,62,84,55,60,65,22.49,0
27,69,1300000,63,74,76,70,67,23.77,6
32,68,800000,66,81,75,70,72,24.82,3
23,76,2600000,63,74,67,66,72,24.38,2
27,73,1800000,63,62,75,70,72,19.81,8
21,73,1500000,60,80,56,66,64,22.13,2
21,78,3400000,66,83,63,65,65,20.72,0
32,66,600000,64,68,63,59,59,23.04,0
35,71,500000,65,70,78,70,70,23.18,8
22,76,2600000,64,69,70,63,65,23.15,2
25,76,2600000,61,76,53,66,66,24.16,2
31,79,12000000,74,71,82,79,80,22.64,6
33,63,250000,62,68,71,57,61,22.98,2
33,73,1500000,66,70,74,75,68,22.34,0
25,74,2100000,68,74,68,67,71,21.46,2
26,73,2500000,66,77,51,70,67,21.6,2
28,74,2900000,72,61,73,74,72,22.35,5
24,85,25000000,75,61,82,81,78,23.29,0
25,76,3600000,66,65,77,73,73,22.84,8
28,69,1300000,61,52,73,68,63,23.45,2
32,67,475000,61,62,79,69,67,24.25,2
28,62,350000,62,71,72,61,61,25.47,2
31,72,1700000,65,49,74,68,69,22.35,0
29,71,1600000,61,71,68,67,68,21.22,5
31,63,350000,60,75,60,58,55,25.14,2
25,76,3700000,73,53,70,70,69,23.39,0
30,67,875000,63,70,71,62,63,25.8,0
21,76,2200000,59,81,66,65,62,22.89,2
24,74,1700000,65,69,86,66,65,24.93,0
31,73,2100000,72,71,71,80,71,23.89,6
27,65,700000,61,68,79,58,61,24.84,2
37,68,220000,67,72,83,63,62,23.89,6
27,73,2400000,65,70,72,70,74,20.68,8
25,74,1900000,64,78,71,64,64,23.94,2
27,75,4400000,69,42,75,72,76,23.85,6
29,72,1700000,67,52,72,71,74,22.4,6
23,76,2400000,65,73,63,65,62,20.76,2
24,74,2100000,68,72,62,61,67,22.28,2
20,79,3900000,67,79,62,63,69,22.09,8
25,80,9500000,73,56,75,76,74,21.5,8
34,65,275000,64,69,69,72,65,22.47,6
26,71,1500000,58,72,76,63,69,22.55,6
29,79,13000000,75,39,83,78,78,23.87,6
27,70,1300000,66,52,77,70,65,23.45,2
32,70,1000000,68,55,81,69,65,22.79,8
20,86,29000000,69,58,80,83,78,21.05,8
31,74,2900000,60,60,80,76,71,24.72,5
25,76,2600000,68,72,75,70,70,23.3,2
25,75,2200000,67,78,74,65,69,23.57,8
22,77,2200000,68,72,53,60,63,21.53,2
34,74,2100000,71,55,77,75,74,25.74,8
30,69,1100000,66,52,80,70,69,22.92,8
26,70,1500000,65,65,71,62,66,23.24,8
27,70,1500000,64,74,74,64,66,24.49,8
25,80,12500000,78,58,83,76,76,24.41,8
26,67,925000,61,75,59,62,63,22.91,2
23,77,3100000,71,74,57,66,67,21.04,8
31,70,1100000,66,67,72,70,69,22.47,6
20,77,2500000,60,74,62,63,63,21.85,8
31,74,2900000,66,51,82,74,71,22.88,6
28,69,1100000,67,64,91,64,60,22.55,6
25,81,19500000,73,55,83,80,83,22.59,6
38,71,325000,57,52,89,67,70,23.12,0
30,69,1100000,64,65,80,68,65,23.04,8
25,68,875000,54,64,68,59,58,20.09,0
23,71,1200000,66,70,74,64,65,20.9,8
28,71,1700000,63,76,70,67,69,22.6,2
21,75,2100000,64,68,66,62,68,22.64,2
26,70,1500000,63,75,54,60,63,21.71,0
31,73,2200000,68,67,73,75,67,23.77,8
31,62,275000,58,64,71,63,56,22.34,6
34,75,1800000,68,65,92,75,70,26.28,6
30,67,875000,64,66,59,61,61,20.34,2
29,76,5000000,65,40,85,75,74,23.33,8
24,72,1400000,62,74,66,64,61,21.63,8
25,79,9000000,69,53,83,76,72,23.55,6
26,66,775000,60,64,74,62,58,23.36,0
21,73,675000,68,63,75,60,63,23.2,8
22,71,1200000,65,64,58,59,65,23.77,8
27,67,975000,66,77,68,59,60,22.59,0
30,71,1600000,57,75,62,69,70,22.86,8
26,74,3300000,70,70,65,68,71,22.04,8
30,67,875000,64,65,72,66,65,23.29,8
31,71,1300000,71,69,68,72,70,22.6,6
28,70,1400000,68,78,62,67,65,22.59,8
36,73,550000,67,45,82,71,72,24.62,2
22,80,4900000,69,74,70,74,71,22.72,8
19,79,1900000,61,71,70,63,64,19.88,0
24,73,1600000,64,74,59,62,58,21.46,8
30,69,1100000,62,52,81,68,69,24.33,6
30,64,500000,61,76,50,63,60,20.34,8
24,71,1200000,65,74,61,64,62,20.2,8
26,83,31500000,75,53,79,86,82,21.91,8
27,66,750000,60,66,68,60,60,22.84,0
26,65,700000,66,60,66,55,62,21.33,2
28,77,5500000,72,33,82,73,73,22.91,8
21,82,9000000,69,49,84,75,72,22.71,6
24,74,2800000,74,56,68,72,73,22.35,2
30,79,14500000,76,47,93,78,78,25.51,8
25,71,1500000,65,71,60,68,69,21.47,2
25,84,23000000,70,56,79,80,77,21.79,0
30,68,700000,63,73,71,70,70,22.92,6
29,77,7000000,77,50,77,77,75,22.21,6
24,71,1400000,61,88,55,62,63,19.61,2
33,67,525000,64,75,75,63,60,24.07,8
25,74,2100000,64,61,68,64,64,23.77,8
33,65,240000,58,70,70,64,67,22.22,6
22,74,2000000,67,70,68,63,62,22.59,2
30,70,1300000,65,64,72,70,69,22.79,8
26,69,1000000,62,64,85,65,63,27.17,8
30,65,625000,60,78,74,53,57,21.22,8
20,82,3900000,66,65,87,65,62,24.59,2
31,70,1200000,64,79,68,67,70,25.25,0
30,68,1000000,64,67,70,63,67,22.89,8
26,68,1100000,66,72,69,67,66,24.3,0
25,72,1600000,66,71,76,68,66,23.99,0
32,65,500000,58,62,65,59,57,23.36,8
20,84,6500000,69,76,38,69,72,21.85,2
27,73,1800000,66,59,81,70,68,20.75,3
32,67,650000,64,66,72,68,62,23.55,6
25,73,1800000,66,69,69,69,70,24.15,8
27,71,1400000,71,57,79,66,66,20.59,5
30,76,6000000,71,35,91,75,75,22.13,6
24,73,1200000,64,54,76,60,59,23.04,2
27,66,750000,64,69,64,61,62,23.1,8
25,77,3200000,61,68,67,68,70,22.4,8
29,63,425000,60,74,59,56,58,23.46,2
32,68,500000,57,74,72,66,77,21.71,8
21,76,1100000,61,81,62,67,63,22.13,8
27,67,975000,67,47,84,65,64,24.62,7
22,80,8000000,71,69,78,77,74,22.74,8
27,68,1200000,63,70,66,63,64,23.67,8
32,64,400000,59,70,74,62,61,23.12,8
23,79,4000000,66,74,58,65,70,21.8,6
26,73,1700000,62,56,76,70,69,22.15,5
25,68,875000,59,74,64,54,58,22.72,2
29,69,1200000,69,56,80,69,70,22.79,8
32,70,1000000,63,70,77,64,73,20.68,5
28,65,650000,65,61,71,57,59,23.45,8
26,69,1300000,67,70,70,60,71,23.2,0
28,69,1300000,67,51,76,65,66,21.43,6
26,67,925000,61,74,69,57,62,22.6,2
23,78,4200000,64,62,77,72,72,23.45,8
28,74,3600000,68,60,79,75,76,23.48,3
21,81,4900000,73,66,75,72,71,23.67,8
29,69,1200000,60,78,56,63,64,21.8,2
25,67,825000,64,75,71,57,62,22.59,0
22,75,2200000,62,56,83,67,71,22.63,2
34,68,400000,70,47,81,70,70,24.02,6
33,65,375000,66,79,69,64,63,22.2,6
20,81,6000000,69,58,78,73,67,21.86,8
31,74,2900000,72,55,76,69,76,22.5,3
33,68,375000,67,52,75,70,64,23.55,5
27,76,4500000,70,57,78,75,72,21.91,8
24,69,950000,54,79,64,53,67,22.86,0
31,73,2200000,66,78,69,70,75,23.15,6
27,66,750000,65,71,67,54,61,24.69,2
28,76,5500000,71,67,78,75,74,23.15,6
27,67,975000,64,84,51,62,63,24.86,8
26,72,1600000,60,51,76,73,65,19.6,6
32,74,2700000,60,31,85,75,67,26.59,3
27,71,1800000,68,73,66,65,67,22.84,2
22,69,800000,64,75,58,61,59,21.71,8
33,71,975000,63,71,75,68,67,19.45,2
19,83,2700000,69,52,79,65,71,19.99,6
27,72,2300000,68,88,52,70,71,22.99,2
30,67,575000,60,55,73,64,66,22.63,6
32,67,700000,61,69,72,62,62,21.91,6
33,74,2000000,71,46,90,74,73,24.38,8
24,72,1600000,65,71,71,65,62,21.37,2
34,61,120000,58,70,75,58,56,22.47,6
26,69,1000000,68,68,74,65,65,22.94,5
26,70,1400000,65,73,59,63,65,22.53,2
31,72,1600000,72,63,74,72,71,22.79,8
19,82,3200000,65,64,51,60,71,23.51,0
30,67,875000,66,69,64,66,65,23.62,8
25,80,6000000,67,65,83,62,75,23.74,8
25,71,1500000,69,57,74,60,63,22.99,2
37,72,425000,65,77,71,75,72,24.0,3
28,70,1400000,65,73,72,65,68,21.91,8
29,77,7000000,72,69,79,78,77,24.49,5
32,64,400000,60,74,66,61,62,25.8,0
23,73,1600000,64,75,58,63,66,23.12,8
32,74,2700000,67,54,79,75,74,22.16,2
22,85,12000000,71,70,77,76,77,23.77,8
34,77,3400000,75,56,74,78,77,21.56,5
38,73,275000,69,64,74,73,70,22.15,8
35,67,180000,64,59,79,71,68,23.37,6
26,72,1800000,68,75,71,66,66,22.74,8
28,69,1300000,60,77,61,62,68,20.52,8
26,68,1100000,63,72,57,60,63,21.46,2
26,73,1900000,66,85,47,65,66,20.05,2
32,67,700000,56,65,67,67,66,23.99,2
33,77,5000000,65,59,85,76,78,23.7,3
29,68,1000000,64,37,85,65,66,22.55,8
28,63,425000,59,90,64,57,59,26.53,2
22,72,1600000,63,74,63,60,64,21.74,8
27,67,900000,65,81,72,65,65,25.22,8
23,71,1100000,69,63,70,62,62,23.77,8
33,77,5000000,68,59,73,84,78,21.33,5
20,73,1600000,65,77,62,62,60,21.07,8
34,69,450000,64,38,76,71,67,23.08,8
29,72,2100000,65,54,68,71,70,23.3,6
25,70,1100000,66,31,85,61,57,19.52,8
23,77,3000000,63,65,70,73,70,21.04,5
29,72,2000000,64,55,85,69,72,22.92,3
27,81,18500000,77,57,77,77,82,21.91,3
26,72,1700000,71,61,73,70,67,22.79,2
23,73,1700000,64,80,70,64,63,23.7,8
25,68,650000,58,71,69,58,60,23.15,6
24,76,2600000,68,68,69,68,68,22.84,8
25,81,13000000,75,57,81,77,74,23.67,6
34,73,1000000,74,36,76,73,75,24.19,6
23,74,1500000,64,83,59,63,57,25.35,8
32,67,450000,58,65,78,65,66,24.11,5
33,76,3600000,69,34,92,75,76,24.92,6
26,67,925000,66,65,59,58,64,22.91,2
28,68,1100000,72,52,66,65,62,22.88,8
30,75,4600000,65,51,80,74,77,23.77,6
33,72,1300000,68,55,75,72,69,23.67,8
25,70,975000,58,71,70,61,60,21.6,2
34,69,500000,59,64,75,70,69,21.74,6
24,75,2200000,61,64,84,64,64,20.78,2
26,70,1200000,62,71,79,68,67,21.8,8
30,67,875000,70,51,78,67,66,22.59,8
25,69,925000,66,54,60,60,66,22.15,2
28,72,2100000,71,42,88,70,70,23.91,8
27,65,700000,62,81,70,62,60,22.53,2
23,75,2200000,65,85,52,61,64,18.93,2
21,76,1800000,67,72,71,62,62,19.11,0
31,66,575000,64,58,80,62,54,22.12,6
25,71,1200000,65,68,77,53,65,23.67,8
26,74,2000000,64,60,84,68,67,23.38,8
20,81,1800000,67,58,75,63,63,23.04,6
23,74,1700000,61,76,79,61,68,23.89,8
24,76,2600000,66,68,69,64,68,21.8,0
21,74,1500000,61,86,56,58,62,22.04,2
26,81,19000000,76,32,89,77,79,24.72,8
23,72,1300000,63,71,64,63,60,19.84,8
25,68,950000,67,65,68,66,62,22.15,8
28,75,5500000,61,32,92,71,73,24.96,8
25,71,1500000,57,68,62,53,70,21.88,8
21,85,12000000,69,54,80,75,74,23.45,8
27,69,1300000,63,69,60,64,68,21.6,2
20,80,2900000,66,73,61,65,61,20.48,8
21,77,2600000,67,81,58,70,65,22.79,8
32,65,500000,63,69,66,61,61,22.64,8
34,67,325000,62,63,70,69,66,23.29,8
27,63,475000,59,73,68,55,58,23.5,8
26,71,1600000,62,65,65,64,66,20.68,8
22,79,3700000,62,80,55,65,73,23.12,8
32,65,500000,64,56,83,67,66,22.75,8
32,66,600000,70,72,43,65,57,19.59,8
32,68,775000,68,70,75,65,64,21.56,2
20,77,2900000,66,67,78,70,69,21.04,3
33,65,375000,62,68,65,66,66,23.5,2
32,78,9000000,73,48,87,80,76,25.71,6
21,77,2600000,64,81,62,58,65,23.84,2
25,71,1500000,65,74,70,65,65,23.04,2
22,78,3400000,65,67,63,65,67,21.91,8
32,69,975000,61,72,74,66,64,22.92,0
27,74,3100000,75,59,79,69,73,23.67,8
33,69,725000,62,62,78,65,64,22.78,2
34,68,400000,66,35,85,66,59,23.03,8
34,74,1400000,60,53,80,72,72,24.62,6
32,70,1100000,70,51,90,64,65,23.7,3
30,72,2000000,69,52,83,71,75,23.8,6
22,79,3400000,65,66,68,62,69,23.15,0
25,71,1500000,63,77,65,62,63,22.39,2
25,75,2400000,69,71,74,65,69,24.49,2
19,81,1900000,62,75,44,58,65,21.71,2
25,80,7500000,76,58,76,74,72,22.94,6
27,66,825000,54,66,63,65,65,20.29,8
21,86,33000000,73,55,83,83,76,24.38,6
29,67,900000,65,62,63,56,66,24.93,8
31,63,350000,64,83,57,61,60,24.34,8
28,64,475000,64,74,76,60,62,23.41,6
28,67,925000,55,73,73,60,64,21.95,2
24,70,1300000,62,63,72,59,57,21.48,2
19,81,2700000,66,68,75,63,67,24.42,2
27,74,2100000,59,68,79,74,68,23.89,6
29,64,525000,63,71,61,60,58,22.28,8
24,71,1400000,61,64,80,58,61,21.66,1
26,72,2000000,67,71,67,65,71,21.78,8
29,65,625000,64,66,68,60,59,22.99,2
29,70,1400000,62,87,44,72,66,22.23,8
25,70,650000,56,64,68,61,61,23.46,8
27,75,2700000,66,65,74,72,73,21.5,6
26,65,625000,62,58,67,55,59,22.84,8
32,71,1200000,62,56,83,73,65,23.37,2
27,68,1100000,66,67,72,66,65,21.74,8
21,80,5500000,73,59,82,73,74,23.03,3
26,74,2700000,68,71,61,70,71,22.84,8
31,75,3800000,61,50,76,75,77,25.71,5
23,72,1400000,65,75,65,62,65,23.12,8
24,83,19000000,78,58,86,79,78,24.14,6
32,66,600000,60,68,68,63,61,24.03,6
22,74,1800000,62,85,68,62,60,22.23,2
28,72,2100000,66,68,63,72,74,22.34,5
28,77,5500000,71,66,80,76,75,21.91,5
35,63,150000,59,62,70,62,61,23.12,8
21,74,1200000,65,73,54,58,57,23.51,8
25,72,1700000,61,75,70,66,71,25.69,8
25,74,2000000,67,65,68,70,71,22.45,8
26,68,1100000,60,74,45,53,74,22.22,8
29,64,525000,60,66,62,58,61,19.92,2
29,67,900000,61,66,72,65,64,22.99,0
27,69,1300000,65,58,81,62,61,23.77,8
31,74,2900000,70,63,85,69,69,23.2,6
25,70,1200000,65,62,71,60,62,20.45,8
21,71,1200000,66,65,76,61,67,22.84,8
22,77,1800000,64,70,62,59,63,21.74,2
22,80,3300000,64,62,78,66,69,20.83,8
30,67,825000,62,76,70,65,66,23.04,6
29,68,1100000,65,55,72,62,69,24.19,8
37,81,4600000,74,51,84,82,78,23.03,6
23,76,2600000,75,67,55,64,71,22.53,8
27,72,2000000,70,78,59,69,66,24.06,2
27,68,1100000,64,59,75,62,68,24.66,8
29,72,2000000,74,59,72,76,69,22.4,3
22,77,1800000,63,73,64,67,66,23.41,6
30,67,875000,62,70,68,65,65,22.4,2
33,70,800000,71,68,74,67,67,22.28,6
33,62,210000,62,64,80,54,56,22.53,2
36,72,425000,60,48,88,71,72,24.57,3
26,67,925000,59,71,67,61,61,23.94,0
21,78,2600000,62,57,77,55,69,22.59,2
27,80,12000000,64,47,85,73,80,22.52,2
23,79,4400000,74,62,76,75,74,23.77,0
27,69,925000,64,68,68,62,67,23.72,2
25,72,1600000,62,65,62,62,61,22.09,8
27,66,825000,60,68,74,62,63,24.52,2
28,73,2800000,65,56,71,67,70,24.38,6
29,73,2500000,63,33,90,70,72,24.38,8
31,77,7000000,66,50,78,80,77,21.79,5
30,77,6500000,67,60,80,77,76,23.37,6
28,68,775000,59,82,72,68,67,23.72,8
23,77,2600000,59,66,79,66,65,22.69,6
21,85,25500000,72,41,88,77,78,21.75,6
26,74,2200000,71,73,78,70,69,22.28,6
31,76,5000000,66,50,79,78,76,22.88,6
26,69,1100000,61,65,77,64,65,22.4,6
32,64,400000,61,57,71,57,58,21.73,8
26,71,1500000,64,73,69,62,63,23.39,8
31,71,1300000,62,61,85,67,69,22.26,6
22,75,2200000,62,61,79,62,68,23.37,8
29,69,1200000,71,46,82,72,68,22.32,5
25,68,1100000,63,64,62,66,67,23.1,1
27,81,16000000,78,58,76,78,81,21.04,8
34,68,400000,62,55,80,69,65,22.21,6
28,66,775000,62,78,46,58,59,22.79,2
29,66,750000,60,61,74,61,62,21.79,2
27,68,1100000,63,74,63,63,61,22.34,0
29,70,1400000,65,67,65,63,66,23.45,2
31,68,825000,65,63,72,67,69,22.04,3
26,71,1700000,70,79,31,63,72,21.38,2
24,80,4900000,68,62,82,70,70,21.62,8
34,80,7000000,62,53,88,80,79,26.32,6
23,76,2200000,58,50,66,62,64,22.45,8
36,74,375000,58,59,82,74,64,22.99,3
29,67,900000,61,67,76,60,61,26.58,2
30,64,475000,58,74,77,62,61,20.37,6
31,67,750000,62,65,65,66,64,23.81,8
23,79,3400000,64,80,64,67,69,22.86,8
31,74,2900000,69,52,81,78,77,22.99,6
25,70,950000,64,59,72,65,65,20.94,8
33,80,10000000,70,51,81,82,80,23.57,8
36,67,230000,58,71,73,61,67,24.44,2
25,81,13000000,71,58,74,78,75,22.59,6
26,71,1500000,58,88,34,64,64,22.14,2
27,70,1500000,66,64,86,76,61,21.97,3
31,72,1600000,64,56,81,71,72,24.59,8
25,68,875000,58,61,63,57,61,23.36,2
35,82,8000000,74,53,80,86,85,22.71,3
28,73,2200000,66,67,79,72,73,25.4,6
26,75,2300000,59,57,83,66,69,25.08,6
31,67,700000,64,66,72,67,64,22.02,8
24,84,19500000,74,59,78,77,76,22.75,6
30,66,725000,60,61,73,59,63,23.15,2
34,77,3400000,72,45,90,75,72,23.3,3
25,85,28000000,79,60,73,82,82,23.16,5
26,71,1500000,68,75,70,62,63,23.89,0
28,68,775000,67,67,71,63,70,24.49,8
31,65,525000,58,76,66,61,59,23.72,2
30,68,1000000,65,67,74,64,63,22.59,8
34,70,525000,68,63,75,70,71,24.3,8
27,79,8500000,71,48,83,76,74,23.3,2
31,74,2900000,67,61,80,71,75,22.34,3
29,71,1500000,69,61,73,70,74,23.81,8
32,68,825000,57,73,56,64,62,20.99,2
33,74,2000000,68,64,84,74,73,24.25,8
22,79,3900000,74,64,81,69,65,23.08,8
21,77,3000000,64,84,59,65,62,22.86,8
29,64,525000,60,61,67,61,62,22.79,2
33,65,240000,68,66,76,57,59,25.0,8
26,75,2100000,68,63,67,75,71,22.28,8
26,77,4900000,70,61,78,71,78,24.28,3
34,64,210000,61,70,58,59,58,22.09,2
30,84,34500000,73,45,83,87,83,22.88,6
28,68,1100000,70,75,52,65,71,22.34,8
25,77,6000000,69,53,88,72,72,21.11,5
32,62,275000,57,81,64,59,59,22.2,8
29,64,500000,61,70,67,58,66,22.59,0
29,67,900000,57,65,70,66,71,24.86,8
33,80,10000000,74,57,80,81,81,21.79,6
31,63,325000,61,52,74,58,59,23.2,8
28,70,1400000,61,88,63,66,69,26.08,0
26,70,1200000,63,80,56,61,67,23.12,8
24,75,2200000,67,63,81,67,65,23.41,8
26,73,2100000,65,76,65,69,69,20.9,2
24,70,1000000,61,63,68,57,61,23.29,8
23,72,1300000,72,67,67,58,63,23.04,0
25,72,1300000,61,66,70,66,63,22.21,8
26,76,4600000,67,51,76,75,77,23.06,8
26,64,525000,60,58,76,55,56,22.24,2
24,73,1500000,61,79,56,56,57,20.29,2
28,70,1300000,68,60,76,70,70,23.08,6
34,63,180000,60,59,71,56,55,22.63,2
25,84,26500000,67,57,83,82,77,21.33,6
37,83,1700000,63,64,83,90,80,24.88,5
24,85,26000000,72,46,74,82,79,22.88,6
33,70,750000,62,61,82,71,65,24.08,8
30,62,350000,57,70,62,57,56,24.93,8
34,71,600000,68,30,86,71,65,22.79,6
25,66,675000,59,53,70,58,59,22.94,1
26,71,1400000,67,65,85,65,64,24.25,2
24,75,3000000,69,63,64,73,72,25.64,8
26,63,425000,60,37,72,57,59,21.22,8
32,67,500000,61,60,78,65,63,23.74,6
35,66,275000,61,60,83,65,67,24.59,8
25,74,1900000,68,56,68,65,70,22.94,8
24,72,900000,65,75,71,63,65,24.22,8
32,75,3600000,74,33,82,76,74,20.52,8
29,69,1200000,63,56,75,70,66,22.44,6
31,67,700000,65,65,74,68,63,22.45,8
23,79,4000000,68,75,70,68,68,21.43,0
21,72,2400000,65,65,71,69,72,23.77,8
33,68,625000,68,62,68,72,69,21.16,8
31,68,875000,60,78,56,60,64,22.23,2
26,66,575000,57,80,64,57,59,22.79,2
26,78,4000000,73,61,74,74,75,22.34,8
23,72,1400000,65,64,73,66,59,22.4,3
24,69,800000,61,63,73,65,56,22.79,0
24,77,3000000,71,76,61,61,73,23.12,8
26,74,2600000,69,63,85,72,67,23.08,6
31,69,950000,67,68,70,68,70,23.63,2
23,74,2100000,63,68,56,65,74,22.34,2
34,71,600000,65,34,87,71,70,23.55,3
23,82,3900000,69,67,80,68,73,23.89,8
23,80,5000000,66,70,83,66,68,22.09,6
27,75,4300000,68,57,79,79,76,23.77,8
34,68,450000,64,76,65,75,72,25.83,3
28,63,425000,63,63,71,60,61,23.29,2
29,77,9000000,70,76,80,79,77,23.77,6
32,69,900000,68,55,80,71,65,24.33,8
26,68,1100000,61,80,56,60,63,20.24,8
28,64,525000,62,65,69,59,58,23.04,8
28,69,1300000,66,71,68,67,69,23.89,6
21,76,2700000,59,49,77,71,65,22.59,8
