Age,Potential,Value,Crossing,ShortPassing,Dribbling,LongPassing,BallControl,SprintSpeed,LongShots,Aggression,Vision,BMI,Work Rate_NUM
39,67,325000,75,72,70,70,71,39,70,59,74,23.04,8
24,68,975000,58,67,65,66,68,64,66,66,66,23.85,8
25,72,1500000,53,70,65,68,70,66,52,74,63,22.98,8
25,73,2400000,68,69,73,63,74,83,61,53,60,22.07,1
24,73,2200000,70,69,72,67,67,87,68,47,60,22.02,8
27,65,775000,54,63,64,53,64,80,57,76,62,23.24,2
22,74,1800000,61,66,62,65,65,68,55,74,63,23.39,8
27,68,1200000,62,73,69,69,73,69,63,67,62,24.42,8
19,81,2000000,59,72,67,66,68,65,80,57,70,22.74,7
26,74,3600000,71,71,75,63,74,79,74,36,66,23.41,2
31,66,700000,66,64,67,63,67,74,68,69,59,25.16,7
23,79,3300000,61,75,61,74,67,51,51,73,64,18.7,6
27,67,1000000,33,68,67,65,65,73,64,62,60,22.94,0
27,73,2700000,68,71,76,68,74,69,69,50,69,21.55,8
26,70,1900000,64,68,72,59,71,78,66,43,69,24.52,8
31,67,525000,61,69,51,66,62,62,52,74,65,22.94,6
30,70,1500000,73,70,69,69,68,81,61,53,61,22.2,2
24,72,2100000,66,70,77,63,74,76,72,55,67,26.15,8
24,75,2400000,64,73,71,65,73,86,64,41,73,22.22,8
26,67,875000,65,65,65,62,65,72,64,47,67,23.04,8
21,78,2300000,64,72,73,64,72,72,38,67,68,23.67,8
26,64,650000,60,59,64,54,65,81,55,70,57,24.49,0
28,64,525000,59,59,70,46,63,81,57,53,58,23.53,2
25,65,700000,55,65,65,64,66,71,60,55,60,21.8,0
23,78,4600000,65,73,76,68,76,80,69,31,70,23.88,8
28,65,725000,64,64,65,59,63,82,62,59,65,22.86,7
27,68,1300000,66,61,67,58,68,83,56,38,65,23.77,8
37,67,210000,70,71,65,69,70,59,61,80,71,22.49,8
26,64,500000,60,65,64,62,65,74,50,62,62,20.66,2
25,72,1500000,54,73,68,69,71,59,61,67,67,22.53,8
19,77,1400000,60,67,67,65,66,71,55,70,63,23.15,8
29,64,575000,58,66,64,64,63,74,58,39,65,23.84,2
28,67,1000000,66,63,66,63,63,79,62,57,60,24.82,0
27,65,650000,54,66,56,67,64,64,61,75,58,24.57,8
25,77,10500000,41,78,45,75,74,57,68,78,74,23.24,8
20,76,2200000,62,69,75,66,67,76,60,60,65,23.12,0
20,75,7500000,74,75,78,73,83,72,68,44,85,21.51,8
26,61,350000,63,62,60,63,61,67,61,67,60,21.91,8
24,75,2200000,59,67,76,47,71,79,64,63,65,21.31,8
24,66,650000,61,65,63,64,65,62,61,58,65,21.6,7
20,76,2600000,64,67,70,65,67,78,56,56,64,22.2,2
25,71,1200000,61,62,67,58,64,82,59,59,61,23.15,8
31,67,850000,63,67,70,68,66,70,66,48,61,25.69,1
21,79,3600000,63,66,76,66,71,88,58,32,59,22.84,2
34,63,220000,62,64,62,61,62,50,55,65,62,23.29,0
28,68,1200000,62,75,77,71,73,69,71,60,70,23.77,7
24,74,2100000,60,73,72,70,73,64,63,55,70,21.86,2
27,71,2000000,68,72,77,68,77,80,70,42,66,22.49,2
25,74,1900000,49,75,69,67,72,68,53,66,75,22.92,8
23,74,2300000,56,72,69,71,72,42,69,58,70,22.79,6
39,68,220000,68,73,64,70,70,33,67,80,68,25.51,8
28,69,1400000,48,67,69,57,69,66,78,50,65,23.72,2
26,74,2200000,43,74,63,72,72,56,67,61,70,21.5,8
30,69,1300000,58,70,71,69,73,62,59,63,71,21.39,8
32,66,575000,60,67,53,65,66,40,68,70,67,22.5,8
21,81,3200000,55,75,69,59,65,71,56,81,61,23.88,0
30,71,1800000,68,70,70,66,72,75,66,32,72,22.49,2
27,63,500000,53,62,64,58,64,65,60,76,65,24.49,8
30,62,375000,58,62,59,61,61,58,60,65,59,22.4,6
27,69,1400000,60,74,69,70,74,75,57,53,72,21.37,2
20,73,1500000,63,65,66,61,67,69,63,61,67,21.3,8
21,75,1900000,59,69,67,64,69,54,60,70,67,23.36,6
23,81,8500000,65,68,80,50,74,93,71,40,66,23.78,0
24,77,3000000,61,69,80,64,76,79,61,55,71,24.62,2
22,75,1600000,52,68,69,63,71,73,55,77,61,23.2,0
31,66,700000,63,71,64,66,67,46,67,58,64,21.41,8
21,76,1800000,71,66,69,56,65,80,45,66,56,25.14,1
30,70,1500000,65,67,73,60,68,84,59,57,68,21.38,2
29,66,850000,62,63,65,51,66,76,63,60,62,24.16,2
36,64,140000,61,64,57,63,62,54,58,72,64,26.64,0
26,76,4000000,54,75,75,72,76,65,69,48,70,19.97,8
20,79,2400000,58,69,70,66,71,66,56,70,68,22.16,8
24,73,1700000,62,66,64,64,66,63,50,71,61,23.96,8
23,74,2100000,73,68,70,61,68,85,64,70,65,22.88,0
25,71,1000000,59,69,66,64,68,67,61,64,59,23.66,8
35,67,425000,62,67,69,66,67,65,66,55,69,20.68,2
27,68,925000,53,66,62,67,68,74,57,71,60,22.98,3
36,61,80000,64,61,51,60,63,55,65,70,61,25.47,6
27,70,1700000,60,68,77,67,74,89,67,59,61,23.94,1
25,72,2600000,73,74,74,75,73,51,75,54,75,23.18,7
19,84,1600000,50,67,66,65,65,74,50,63,68,20.28,8
26,66,925000,61,61,68,57,66,75,72,58,64,20.83,8
25,68,850000,56,63,64,66,64,54,56,71,58,22.09,6
29,65,525000,66,64,63,61,65,76,63,66,50,23.46,2
20,74,1600000,45,67,66,67,64,71,54,80,61,24.24,0
23,78,3800000,58,65,75,55,71,81,69,47,60,23.38,2
37,68,240000,64,68,56,64,60,42,53,80,58,22.26,6
23,76,2500000,62,68,66,64,68,55,64,59,66,22.89,8
22,73,1100000,62,65,66,63,65,73,64,60,67,21.72,8
29,71,1800000,72,74,72,68,72,75,72,60,65,21.07,8
27,67,950000,47,66,58,67,65,54,65,66,67,23.12,8
29,63,400000,65,66,64,64,65,60,65,64,63,23.2,7
27,67,1100000,68,67,65,64,68,70,71,40,68,24.03,7
26,71,2000000,64,70,72,57,71,74,68,49,70,23.89,8
27,64,625000,56,69,65,62,68,62,68,54,52,24.44,8
27,68,1300000,53,73,66,72,68,65,59,70,72,23.39,2
27,70,1700000,67,68,72,67,70,82,64,46,53,22.78,0
31,68,1000000,69,65,72,54,70,75,64,46,71,25.62,7
23,72,1400000,66,68,62,71,66,65,64,68,67,22.53,8
25,77,5500000,72,71,77,65,78,78,73,43,63,24.21,2
31,65,575000,69,68,64,65,70,42,67,39,67,25.43,8
33,64,375000,60,59,64,56,65,67,56,68,59,23.67,6
30,64,500000,53,64,62,61,64,78,55,66,63,20.83,8
31,70,1600000,63,74,67,64,73,51,63,60,75,22.39,8
31,73,2500000,74,74,75,67,75,75,71,36,72,22.69,2
30,62,375000,57,64,61,63,62,59,59,70,61,24.16,8
23,78,2900000,47,70,64,69,69,66,46,66,59,22.94,8
30,66,825000,62,61,66,54,67,78,58,48,67,23.46,6
26,72,1800000,66,68,74,45,73,82,64,70,67,23.3,2
21,77,2300000,64,72,69,68,71,63,61,77,70,22.89,8
28,68,975000,60,65,61,63,65,59,61,62,65,23.04,6
29,67,1000000,64,70,64,69,67,55,66,48,68,23.33,8
24,73,2200000,68,64,73,60,70,82,67,44,64,22.84,8
27,71,2000000,65,60,80,63,72,90,51,65,57,23.94,2
23,72,1400000,49,70,72,65,70,76,51,64,68,21.46,2
25,77,5500000,67,72,79,67,70,85,70,31,78,23.77,2
26,73,3300000,75,70,77,69,72,86,67,30,66,24.21,2
29,70,1700000,70,72,73,67,73,71,59,56,70,22.39,8
27,70,1300000,53,61,53,66,61,61,62,80,56,24.07,8
33,65,450000,63,61,65,56,64,90,62,41,61,21.63,2
21,77,1900000,52,68,72,65,71,65,64,46,66,20.38,2
29,65,700000,58,59,67,55,67,73,64,72,60,23.15,8
25,70,1200000,50,71,64,66,69,55,59,70,62,23.81,8
26,73,3300000,74,74,75,63,76,73,66,35,69,22.15,7
26,75,5000000,64,74,76,59,76,82,66,53,70,23.88,2
26,69,1400000,65,62,72,60,68,83,61,41,56,23.04,2
23,72,1500000,64,63,69,58,66,75,63,59,60,22.2,8
26,74,4600000,67,72,77,60,76,82,68,35,68,22.72,8
26,67,1000000,62,59,64,56,62,91,51,38,57,22.72,0
30,71,1600000,43,68,63,62,65,67,55,79,64,25.44,6
27,66,900000,62,61,62,52,60,94,56,71,55,24.33,8
28,63,475000,46,64,56,62,62,53,60,83,65,23.89,6
31,70,1300000,68,65,78,61,75,82,67,40,67,23.18,1
33,66,325000,68,73,60,73,67,55,70,70,68,25.25,4
22,80,3400000,49,71,63,68,68,59,57,81,59,24.34,8
28,64,450000,63,65,68,61,66,71,52,69,65,23.81,2
29,68,1200000,63,52,71,50,71,85,64,59,57,23.3,2
22,79,3100000,70,64,74,65,68,86,65,33,69,22.72,2
29,62,400000,52,67,57,61,64,67,68,65,62,19.38,8
22,75,1900000,45,71,65,65,68,65,64,63,65,22.48,8
27,63,475000,63,63,64,61,63,72,63,40,63,25.31,1
29,74,3600000,46,74,62,65,70,55,56,77,64,22.59,6
24,74,2100000,67,63,72,56,71,85,62,64,66,21.63,2
23,78,3300000,59,72,64,74,72,62,58,63,70,20.53,8
35,66,180000,69,69,63,67,67,51,59,81,53,25.25,8
33,70,1000000,68,68,74,59,73,82,64,38,66,22.76,8
30,62,325000,53,62,60,59,62,64,60,65,62,24.49,5
34,72,1100000,71,79,73,73,76,38,70,55,78,24.49,7
20,86,16500000,70,79,79,67,80,78,61,52,76,19.32,0
27,69,1100000,60,71,63,69,66,62,52,68,64,23.18,8
32,68,800000,55,71,67,70,72,59,48,62,65,23.38,8
26,67,750000,64,66,63,63,65,53,62,75,68,21.68,8
25,65,700000,58,63,69,54,63,76,51,72,60,22.72,6
31,69,975000,69,72,64,70,68,50,64,76,64,25.77,5
19,79,975000,66,65,61,61,64,68,63,62,65,22.09,8
21,80,4200000,65,65,75,49,72,85,44,65,56,22.15,0
21,80,3400000,61,70,66,64,67,59,53,64,67,23.16,8
26,70,1300000,62,69,72,68,73,55,67,57,70,23.12,3
29,64,575000,59,66,65,61,65,66,59,61,61,23.81,8
25,70,825000,55,63,61,63,63,64,57,60,64,23.15,8
25,75,2300000,55,74,72,70,75,63,69,44,73,22.86,2
32,69,825000,68,71,67,69,70,62,67,43,68,21.27,8
24,74,1900000,47,67,61,62,64,70,52,72,60,20.13,0
26,65,775000,53,67,66,62,65,73,54,68,59,22.72,0
24,71,1300000,57,66,63,65,66,66,63,66,65,23.48,8
26,67,1000000,59,58,65,51,64,91,59,56,59,21.62,0
25,69,1100000,70,67,70,62,69,62,70,51,66,21.72,8
21,81,2500000,60,69,70,70,70,68,58,53,70,21.63,8
21,80,3000000,64,67,67,60,67,86,50,53,61,20.98,2
25,72,1800000,61,71,76,69,75,57,65,52,72,21.71,0
28,72,2400000,66,73,78,60,76,79,76,39,67,24.44,7
26,65,675000,63,65,63,65,65,63,63,63,64,22.79,2
31,64,475000,60,67,63,65,65,54,62,67,64,20.68,6
37,70,475000,72,77,66,74,76,37,72,57,81,25.31,7
20,80,1700000,63,68,65,63,69,66,54,59,67,21.72,2
32,72,1600000,59,71,62,69,69,53,54,77,65,23.2,6
30,66,825000,63,64,70,47,66,72,63,59,64,24.69,2
29,69,1200000,55,70,62,68,66,52,61,74,60,24.58,6
22,78,2600000,48,74,60,65,70,60,49,69,73,22.4,8
24,79,4700000,59,74,74,67,75,71,69,47,74,23.3,7
18,82,2400000,54,66,73,64,72,79,63,49,59,22.6,1
33,67,625000,70,57,70,63,70,73,65,53,61,22.02,1
29,74,3600000,46,73,58,62,69,64,39,81,62,22.46,6
26,70,1800000,58,61,72,48,72,90,67,45,65,22.4,2
22,74,2100000,58,69,66,67,69,62,44,75,64,23.03,6
27,66,800000,43,65,59,61,66,76,69,71,57,22.53,6
33,66,525000,63,58,66,52,67,79,60,72,60,25.65,8
27,66,825000,56,67,66,64,67,63,60,63,65,22.09,8
23,69,800000,50,66,64,66,68,66,63,72,64,20.05,6
26,66,825000,67,66,63,65,67,60,64,64,67,23.51,6
24,67,800000,53,69,63,65,66,67,52,64,61,24.42,6
22,72,1300000,59,67,64,64,66,58,72,76,64,21.45,6
20,85,11500000,52,77,64,75,74,58,45,76,67,22.09,6
29,63,475000,63,66,65,66,64,66,60,65,63,23.82,8
23,76,2800000,64,73,73,68,73,66,73,48,73,20.45,7
25,73,1400000,40,66,68,65,67,63,44,76,61,22.65,6
28,68,1200000,60,63,70,57,64,93,58,30,49,22.4,8
31,67,725000,58,64,53,62,60,52,59,79,64,23.12,6
28,67,900000,47,68,64,64,64,69,53,68,63,23.33,3
21,71,2200000,74,76,76,63,77,75,41,46,75,21.71,8
19,78,2800000,53,67,64,66,65,69,55,74,64,22.49,0
26,71,1900000,70,67,72,58,70,82,58,47,64,23.15,6
25,72,1700000,62,72,73,65,71,64,59,70,71,20.34,0
28,70,1600000,71,63,75,58,70,74,59,53,67,22.92,8
21,79,3100000,47,75,65,72,75,65,60,48,72,23.55,8
31,68,1000000,62,69,70,52,68,66,70,38,68,21.56,8
21,79,3100000,55,71,72,70,64,70,83,57,75,26.09,2
32,69,925000,62,74,60,68,69,54,55,62,71,23.6,6
21,71,1100000,58,66,61,64,63,72,55,56,64,21.46,8
28,67,750000,60,68,66,62,68,75,65,40,68,22.6,2
27,63,500000,58,65,64,63,62,66,63,61,63,21.33,6
21,74,1600000,55,73,72,57,71,70,44,67,65,21.74,8
21,72,1300000,52,66,65,66,64,72,43,71,60,24.54,0
29,72,2300000,68,70,76,61,72,78,66,43,71,23.88,7
24,67,800000,66,67,68,66,69,71,58,56,66,21.15,8
29,70,1600000,69,69,71,64,70,73,67,27,70,22.2,2
19,84,2600000,57,73,66,69,72,67,48,61,69,22.72,8
25,73,1900000,45,76,71,74,75,50,60,46,72,23.74,6
25,69,850000,56,68,62,66,67,50,62,70,59,21.97,8
22,76,2600000,65,65,76,59,73,69,44,61,59,23.67,8
28,72,2400000,72,69,75,61,75,77,75,27,69,25.65,2
24,74,2100000,64,76,69,69,71,64,65,52,65,22.69,8
24,71,1300000,60,69,62,70,67,60,48,60,54,23.7,8
25,66,850000,61,60,63,56,63,76,66,44,64,21.15,2
23,80,4900000,49,71,72,73,69,63,52,73,68,20.72,6
24,71,1200000,62,64,65,62,64,77,61,55,63,22.86,8
19,77,3100000,65,68,72,60,69,80,64,48,63,21.71,8
32,70,1300000,70,72,74,69,75,71,72,39,67,22.22,7
26,74,3600000,69,66,77,56,72,86,76,35,66,22.22,1
28,70,1600000,71,69,70,67,67,86,60,31,70,22.76,8
25,75,3800000,76,67,76,54,73,85,61,35,73,23.24,8
28,69,1200000,59,68,59,59,68,68,58,72,57,23.62,6
23,75,2000000,47,68,65,66,68,74,55,74,54,22.31,8
26,68,1300000,64,61,68,60,66,91,57,56,69,21.3,2
22,74,1600000,49,65,63,63,65,75,60,78,62,23.15,0
25,74,2200000,72,70,74,70,76,68,68,42,71,24.16,7
21,70,1900000,76,72,73,62,75,79,43,39,72,22.84,7
24,72,1500000,57,69,64,70,70,72,61,65,69,21.22,8
27,70,1200000,55,74,67,67,70,55,47,59,62,22.99,8
28,68,1200000,54,60,68,52,67,85,61,61,56,24.62,8
30,69,1300000,60,70,71,68,70,71,72,36,71,24.21,1
21,74,1000000,53,64,62,63,63,73,61,50,63,20.57,0
37,62,130000,57,65,56,63,60,65,59,73,64,22.84,8
29,67,1000000,68,72,64,70,69,63,57,47,70,22.02,8
23,78,3500000,51,74,62,70,62,52,50,65,70,20.76,6
21,76,1400000,61,68,63,63,66,54,59,61,62,23.99,8
23,76,2800000,53,60,74,50,72,92,60,53,57,22.09,1
24,68,675000,69,70,70,68,72,61,70,68,69,23.62,7
29,63,475000,67,67,61,69,62,59,67,56,70,21.13,5
25,73,1400000,45,70,62,64,67,66,54,71,55,24.03,6
20,78,2100000,57,66,68,64,66,74,63,56,66,24.07,2
20,77,2900000,58,73,66,71,70,67,56,50,66,20.31,8
29,74,4100000,75,73,74,67,75,87,60,46,64,22.72,8
29,68,1000000,52,70,62,67,65,58,69,61,64,23.85,8
29,66,850000,64,70,66,68,67,60,61,55,69,25.47,8
24,74,1900000,60,70,68,69,70,33,57,62,66,23.16,2
25,70,1100000,63,66,62,64,71,64,66,70,69,21.43,2
30,63,475000,63,61,64,50,64,77,65,39,62,24.49,8
29,69,1400000,67,67,71,57,72,82,66,44,67,22.65,8
24,75,2200000,76,67,70,60,70,76,42,62,64,21.93,8
35,64,240000,70,64,65,62,62,66,65,56,65,22.91,2
35,66,375000,62,68,64,61,72,58,64,55,72,22.64,2
27,67,975000,51,68,65,64,67,67,60,63,66,21.56,8
24,71,1300000,56,73,69,69,71,56,61,53,64,23.78,8
26,68,1100000,45,68,69,63,68,66,59,74,68,24.06,0
26,73,2800000,72,70,73,65,71,75,70,33,67,23.36,2
38,66,275000,78,73,70,71,73,33,68,54,75,24.15,2
27,71,1800000,65,67,72,61,73,75,63,42,67,23.46,2
24,73,1800000,66,64,66,59,64,75,60,54,64,23.53,0
21,77,1800000,55,66,73,65,69,72,48,65,65,20.29,8
35,66,350000,72,72,66,73,69,48,72,42,70,22.78,8
24,73,1500000,65,67,64,63,64,65,57,69,59,23.89,8
27,74,4500000,70,75,79,65,79,77,65,47,73,21.88,7
24,73,1500000,52,67,65,64,64,63,57,63,61,22.63,8
23,72,1700000,51,68,66,64,68,71,64,73,62,21.63,8
29,69,1400000,65,65,72,60,69,79,58,40,64,22.72,2
36,74,825000,52,69,56,65,68,35,44,89,67,22.72,6
23,73,1600000,62,66,68,63,70,77,65,52,63,21.8,2
27,67,775000,68,67,62,65,67,77,59,62,65,22.13,8
22,71,1200000,63,64,64,59,67,64,68,60,69,22.53,8
35,64,190000,56,65,60,64,63,55,64,67,65,23.85,2
22,78,2200000,55,67,66,66,64,64,58,65,63,22.84,8
25,72,1800000,67,67,68,58,70,86,69,46,58,22.28,2
21,79,1800000,60,64,64,58,65,70,64,70,62,22.72,8
22,79,2000000,49,66,66,62,66,68,49,67,65,21.55,8
32,64,475000,61,58,62,49,59,84,58,63,62,22.09,0
29,67,1000000,62,72,65,67,67,59,67,62,71,22.72,8
21,78,3100000,66,69,75,69,75,75,64,54,66,21.97,8
37,65,140000,53,66,62,64,65,55,60,77,63,26.93,0
19,80,2400000,59,72,61,70,68,64,64,55,70,22.09,8
29,70,1400000,62,66,61,65,72,32,66,69,64,21.8,3
36,65,240000,59,66,66,62,65,64,61,56,67,26.06,7
21,76,2300000,50,71,70,69,72,59,66,64,63,23.7,8
31,67,850000,70,71,71,65,75,53,72,75,71,22.32,7
22,77,2700000,63,63,68,62,70,73,59,56,67,23.72,2
32,68,575000,56,70,59,67,67,44,60,73,66,22.98,3
23,74,1900000,61,70,65,67,68,67,70,42,66,22.72,0
25,72,975000,60,63,61,62,65,65,56,76,72,22.22,5
25,73,1800000,48,74,64,71,66,64,64,57,71,22.59,8
22,72,850000,62,64,64,60,65,71,60,61,65,20.9,8
23,77,2700000,34,70,64,67,67,54,59,62,65,24.11,8
24,69,875000,58,70,63,68,66,73,44,66,65,21.6,8
22,73,1600000,59,75,73,71,70,67,54,57,66,21.6,8
23,72,1400000,63,69,65,66,67,59,64,56,67,22.34,2
18,81,3400000,54,66,76,53,74,83,66,57,64,21.86,2
23,75,1900000,53,71,71,65,70,65,53,66,66,21.88,8
26,68,1100000,63,72,72,68,70,66,64,55,69,23.84,8
23,70,925000,54,64,65,63,64,76,62,42,65,21.38,2
25,72,1500000,51,69,69,67,68,78,63,65,68,23.99,2
28,68,1200000,62,66,63,54,69,72,66,50,61,24.49,2
26,72,2200000,67,63,75,61,70,82,69,36,65,22.41,2
26,69,1400000,66,65,70,48,67,80,55,70,66,22.22,8
21,81,5500000,68,69,75,63,75,75,72,37,73,24.73,1
22,79,2500000,70,68,71,64,68,63,70,48,74,21.07,8
23,71,1200000,48,67,64,62,68,77,55,49,59,23.78,2
22,71,1100000,72,55,62,57,62,84,48,60,56,23.33,2
21,85,6000000,70,76,72,74,74,74,70,51,72,21.8,8
25,71,1600000,57,70,71,69,70,91,58,43,69,23.72,2
27,67,1100000,65,64,70,55,70,73,62,65,65,20.6,1
25,75,3100000,68,69,77,65,75,66,64,56,74,23.08,2
28,67,1000000,70,67,65,66,66,68,60,65,70,20.05,6
22,70,975000,58,67,64,62,67,72,61,52,68,21.47,2
24,71,1600000,57,69,74,63,68,78,74,61,60,22.49,2
32,69,1100000,62,69,71,59,73,72,59,69,62,22.23,2
24,68,725000,60,63,61,63,64,72,57,61,62,21.2,6
29,68,1000000,36,72,53,66,63,36,69,72,57,21.98,6
32,65,475000,65,64,60,66,61,53,60,68,61,24.49,3
21,82,5500000,60,67,79,57,72,86,57,49,67,24.16,7
31,71,1600000,69,63,73,46,71,87,65,34,61,21.8,8
23,68,725000,51,64,61,62,62,74,57,58,62,22.04,8
30,66,825000,62,66,65,65,66,70,67,64,67,23.44,2
20,79,3100000,63,68,74,64,72,81,68,44,59,23.62,8
26,72,2600000,71,68,77,59,76,77,62,61,68,22.2,2
22,74,1900000,51,73,59,66,73,68,70,65,71,22.99,8
22,78,2700000,64,62,67,61,67,76,56,47,66,22.86,8
21,83,4600000,61,70,75,59,74,84,66,36,63,19.82,8
25,72,1800000,60,60,76,57,68,91,60,40,56,23.38,1
26,69,1000000,59,67,56,71,65,69,68,54,65,23.24,8
28,66,850000,65,73,66,65,70,49,49,70,66,22.72,6
28,65,725000,59,68,64,66,67,65,56,62,65,21.78,8
26,71,1700000,59,68,73,56,72,72,58,47,66,25.26,8
27,65,750000,68,60,64,54,62,81,63,52,61,22.53,6
25,66,850000,60,58,69,48,64,87,58,51,56,25.65,0
23,73,1700000,53,68,67,67,65,69,57,45,68,26.57,8
32,62,275000,63,61,58,59,60,65,56,67,57,20.99,8
23,76,2800000,55,69,70,65,73,68,63,72,69,21.62,2
32,68,950000,61,72,68,71,71,49,64,75,72,22.45,1
20,80,2900000,57,71,75,67,73,77,59,47,61,24.62,2
24,67,600000,52,64,60,62,62,69,55,68,61,20.9,6
21,75,2300000,59,71,69,68,70,64,56,56,68,23.45,8
26,70,1300000,62,73,62,68,68,47,59,70,70,22.72,8
25,67,825000,65,63,70,54,69,64,58,58,58,22.94,2
24,73,1500000,49,68,62,67,67,77,60,58,53,23.2,8
24,78,2900000,69,74,63,72,69,66,61,61,67,23.04,8
34,62,180000,67,63,62,62,64,53,62,47,64,22.84,0
27,74,6000000,68,71,79,64,72,84,60,45,66,23.84,2
26,69,1500000,65,62,70,62,70,84,66,58,65,23.53,8
30,64,550000,61,65,63,66,64,44,62,46,68,22.84,8
25,74,2500000,63,67,78,63,76,77,43,58,63,23.39,2
24,72,1400000,50,65,65,62,66,49,61,71,65,23.55,8
28,69,1200000,46,72,60,69,68,65,60,62,70,21.27,3
34,63,230000,63,58,64,54,62,80,58,56,52,23.88,2
22,75,1800000,67,71,63,68,64,64,55,75,58,22.5,6
27,68,950000,63,65,72,57,68,94,60,55,54,22.53,8
25,80,8000000,33,82,75,76,78,68,40,70,75,21.6,8
19,82,1800000,60,71,62,68,70,67,50,69,67,22.99,8
23,75,2300000,60,72,68,68,69,86,64,51,64,22.84,2
24,71,1200000,58,67,64,66,67,71,70,52,63,19.52,8
21,79,2500000,68,65,73,53,65,83,48,59,57,21.91,2
33,71,1200000,70,67,75,70,71,72,66,54,70,23.95,1
24,73,2200000,66,64,74,59,68,84,64,68,55,21.86,0
22,72,1400000,67,59,68,53,67,68,42,66,49,24.82,8
19,75,1200000,69,68,63,64,66,71,70,59,52,21.5,0
23,73,1600000,60,59,72,55,66,82,60,60,61,21.6,6
28,62,400000,58,65,64,62,66,73,57,61,64,23.39,0
27,69,1400000,68,67,70,65,69,65,66,75,71,22.34,8
26,74,2200000,51,69,59,65,66,67,60,72,67,22.98,6
25,70,1800000,75,75,70,70,73,68,45,61,66,22.86,0
29,68,1200000,60,65,71,61,68,72,58,58,66,20.52,2
30,61,325000,63,63,60,62,63,73,65,63,64,23.46,7
22,72,1100000,53,65,62,64,63,76,59,62,63,22.84,8
19,84,5500000,57,66,75,48,73,93,61,52,64,22.79,2
23,79,3500000,58,60,76,49,70,83,66,41,68,20.91,1
26,68,1300000,69,67,69,68,69,80,72,63,68,21.91,7
22,71,1200000,60,65,63,63,64,75,63,58,63,21.46,2
31,70,1300000,70,73,71,63,73,73,65,49,57,23.46,2
24,76,2500000,70,71,73,70,74,68,66,41,71,22.65,8
24,63,325000,54,61,62,57,61,83,57,65,62,20.09,2
22,78,3100000,52,66,75,58,76,74,68,33,55,23.53,2
26,71,2000000,63,68,72,61,71,82,59,49,62,23.51,8
28,69,1400000,70,70,72,66,70,86,66,44,66,21.72,8
21,77,12500000,74,74,77,70,75,81,56,45,75,24.62,8
27,69,1200000,55,62,60,59,66,80,45,75,53,20.72,6
26,67,725000,58,68,60,66,66,51,58,67,68,23.77,8
20,76,2100000,68,62,72,56,70,83,42,73,56,24.82,8
32,67,800000,64,64,66,51,67,70,68,62,68,21.85,8
25,76,4000000,74,73,75,75,76,63,70,50,72,22.45,6
29,69,1000000,71,69,71,56,70,67,63,41,71,21.88,1
24,76,2500000,69,71,68,66,68,71,65,38,73,22.09,2
21,76,1400000,57,64,70,63,67,71,59,63,55,21.11,7
28,69,1400000,65,60,71,50,70,85,64,61,66,21.67,8
25,76,4000000,70,72,79,64,77,70,68,33,67,19.79,8
26,72,1800000,65,73,69,72,71,59,67,41,72,22.99,2
24,74,1900000,45,68,61,68,67,65,72,60,59,22.79,2
21,73,1700000,52,67,68,62,67,72,63,58,66,22.72,2
32,63,375000,60,63,63,60,63,69,56,56,63,23.04,8
32,59,120000,55,58,60,49,59,54,62,74,56,20.4,8
20,77,1900000,50,71,67,67,70,74,59,70,64,22.16,8
27,68,1300000,66,56,72,61,68,82,57,62,64,21.47,2
26,66,925000,64,61,63,55,61,73,51,80,57,24.16,0
27,73,3200000,73,70,75,65,74,76,57,36,65,22.2,2
34,66,400000,66,65,72,63,70,64,55,66,70,23.51,2
22,80,8500000,72,74,82,69,73,75,75,58,73,23.88,1
27,66,825000,54,65,66,65,68,44,62,67,66,22.99,8
24,68,625000,59,59,64,55,63,88,48,58,59,22.53,0
25,69,1300000,60,57,70,53,68,80,74,48,61,23.24,8
23,73,1600000,73,69,71,71,70,51,74,47,68,24.81,4
32,69,1100000,72,72,73,66,73,54,70,73,71,21.3,8
28,71,1900000,64,63,77,55,72,84,67,40,66,23.67,6
26,71,1400000,46,66,61,62,66,63,59,81,57,23.2,8
24,71,1300000,58,65,61,57,64,84,52,56,65,20.29,8
23,74,1800000,53,71,71,69,70,55,49,80,63,23.15,6
23,71,1200000,59,66,67,65,68,47,62,66,63,22.04,5
27,67,1100000,65,70,70,65,70,65,66,60,68,20.34,7
28,66,850000,66,65,61,66,63,71,69,41,64,22.28,8
22,74,1500000,69,69,67,69,70,48,58,63,71,23.15,8
33,61,200000,59,58,61,55,60,65,60,78,60,23.89,0
31,73,2500000,71,72,74,65,75,77,55,31,68,20.32,2
21,82,3400000,59,69,75,61,76,74,59,58,66,21.47,2
25,75,2100000,58,71,64,65,70,53,59,65,65,23.04,0
31,65,600000,55,65,64,62,66,88,60,41,47,23.29,0
30,64,375000,64,64,59,60,64,46,57,71,60,23.15,6
23,76,2300000,50,69,70,72,71,69,61,43,64,23.46,8
26,69,1500000,71,70,67,66,64,89,55,41,55,24.86,1
30,67,975000,53,76,63,62,72,62,52,55,66,23.51,8
25,78,3300000,50,74,65,71,70,59,45,65,68,23.48,8
26,66,950000,61,63,71,53,68,76,63,50,54,23.94,8
28,65,725000,65,68,65,65,68,65,43,68,62,24.31,6
19,78,1400000,57,69,68,64,70,67,46,64,65,24.49,7
